Fecha,Ano,Mes,Dia,DiaSemana,EsFestivo,Indice_ONI,AportesHidricosEnergia,MediaHistoricaAportes,VolumenUtilPorcentaje,GeneracionHidraulica,GeneracionSolar,GeneracionTermica,PrecioBolsa
2019-01-01,2019,enero,1,martes,True,0.7,59.8273,96.15,0.7141,89.45846812,0.076199,53.63828946,295.30676666666665
2019-01-02,2019,enero,2,miercoles,False,0.7,57.7844,96.15,0.7101,115.87822289,0.077999,57.5383728,335.85223333333334
2019-01-03,2019,enero,3,jueves,False,0.7,60.8385,96.15,0.7052,126.88702129,0.074799,56.3015895,371.5146666666667
2019-01-04,2019,enero,4,viernes,False,0.7,59.2893,96.15,0.7006,131.81259341,0.026699,55.72881024,375.7504708333333
2019-01-05,2019,enero,5,sabado,False,0.7,59.5281,96.15,0.6962,126.88078397,0.034599,52.57504738,359.64880833333336
2019-01-06,2019,enero,6,domingo,False,0.7,65.1204,96.15,0.6932,109.11574281,0.0329,53.4118011,314.06239166666666
2019-01-07,2019,enero,7,lunes,True,0.7,69.5531,96.15,0.6893,110.80516587,0.001299,53.27574896,334.1134
2019-01-08,2019,enero,8,martes,False,0.7,64.0585,96.15,0.6858,130.71661028,0.0,54.44554686,358.90271666666666
2019-01-09,2019,enero,9,miercoles,False,0.7,74.2853,96.15,0.6829,130.05533021,0.0001,52.93243321,323.3
2019-01-10,2019,enero,10,jueves,False,0.7,70.6604,96.15,0.6794,123.62885119,0.0,59.15957208,330.52299166666666
2019-01-11,2019,enero,11,viernes,False,0.7,61.1832,96.15,0.6755,127.84300031,0.0,59.51339496,342.89375
2019-01-12,2019,enero,12,sabado,False,0.7,64.7385,96.15,0.6724,118.61268547,0.0,59.862149810000005,292.292125
2019-01-13,2019,enero,13,domingo,False,0.7,66.0276,96.15,0.6696,114.91450821,0.0,49.99261296,256.0552083333333
2019-01-14,2019,enero,14,lunes,False,0.7,71.7538,96.15,0.666,131.93611391,0.0,54.04704428,268.316825
2019-01-15,2019,enero,15,martes,False,0.7,72.559,96.15,0.6623,137.76064117,0.0,51.80578974,252.35102916666665
2019-01-16,2019,enero,16,miercoles,False,0.7,71.5761,96.15,0.6587,142.86882106000002,0.0026,49.28190635,220.20628333333332
2019-01-17,2019,enero,17,jueves,False,0.7,67.9552,96.15,0.6547,141.26959286,0.021999,52.57748857,244.18906666666663
2019-01-18,2019,enero,18,viernes,False,0.7,70.8626,96.15,0.6511,133.17018733,0.10835112,60.51854015,218.08265
2019-01-19,2019,enero,19,sabado,False,0.7,67.3036,96.15,0.6473,128.56949114,0.19998828,52.64978532,191.21858333333333
2019-01-20,2019,enero,20,domingo,False,0.7,80.6928,96.15,0.6454,118.53576936,0.21154764,42.6376549,169.33573333333334
2019-01-21,2019,enero,21,lunes,False,0.7,94.6514,96.15,0.6434,137.08469598,0.21247342,51.52102625,196.05111666666667
2019-01-22,2019,enero,22,martes,False,0.7,70.4825,96.15,0.6385,147.97645415,0.21346252,40.51291699,217.64548333333332
2019-01-23,2019,enero,23,miercoles,False,0.7,58.0406,96.15,0.6333,149.74562589,0.18154088,39.36009635,222.3508
2019-01-24,2019,enero,24,jueves,False,0.7,56.6382,96.15,0.6273,148.61737844,0.13802769,43.92580311,291.0221458333333
2019-01-25,2019,enero,25,viernes,False,0.7,64.7385,96.15,0.6233,140.21239702,0.05156881,54.03176993,326.9269
2019-01-26,2019,enero,26,sabado,False,0.7,58.3407,96.15,0.6186,133.57778965,0.0249618499999999,50.23277922,286.3128
2019-01-27,2019,enero,27,domingo,False,0.7,60.6717,96.15,0.6155,118.30919835,0.0238942599999999,47.7202439,240.3531
2019-01-28,2019,enero,28,lunes,False,0.7,68.1014,96.15,0.6116,134.56301714000003,0.02391606,54.91274355,306.23633333333333
2019-01-29,2019,enero,29,martes,False,0.7,78.3826,96.15,0.6093,129.20288173,0.05793722,61.71521913,296.8764833333333
2019-01-30,2019,enero,30,miercoles,False,0.7,60.7258,96.15,0.6042,137.12461271,0.13811645,54.19712341,298.449525
2019-01-31,2019,enero,31,jueves,False,0.7,68.2679,96.15,0.6008,139.59602071,0.20459347,51.89486135,311.9935333333333
2019-02-01,2019,febrero,1,viernes,False,0.7,69.1228,90.59,0.597,133.7521262,0.20204434,56.48240497,310.63123333333334
2019-02-02,2019,febrero,2,sabado,False,0.7,68.9692,90.59,0.5928,126.94106225,0.03753205,54.45113493,275.739125
2019-02-03,2019,febrero,3,domingo,False,0.7,65.7414,90.59,0.5908,114.60730809,0.03425885,48.32959874,279.17544166666664
2019-02-04,2019,febrero,4,lunes,False,0.7,54.8039,90.59,0.5847,139.03713742,0.0348349,51.85559029,291.462975
2019-02-05,2019,febrero,5,martes,False,0.7,63.641,90.59,0.5798,141.05149185,0.027187,53.726717410000006,304.8221333333333
2019-02-06,2019,febrero,6,miercoles,False,0.7,68.9021,90.59,0.5751,137.33989477,0.05437815,57.22625167,312.7228083333333
2019-02-07,2019,febrero,7,jueves,False,0.7,68.3735,90.59,0.5698,142.21195681999998,0.1227881,52.61610915,272.719175
2019-02-08,2019,febrero,8,viernes,False,0.7,80.8845,90.59,0.5647,141.76661367,0.18248838,50.30537855,265.74829166666666
2019-02-09,2019,febrero,9,sabado,False,0.7,76.4982,90.59,0.5597,132.74053202,0.09984872,49.32831225,276.45001666666667
2019-02-10,2019,febrero,10,domingo,False,0.7,71.5565,90.59,0.5569,116.57310167,0.07804179,46.47217244,262.76000833333336
2019-02-11,2019,febrero,11,lunes,False,0.7,62.2761,90.59,0.5537,134.27873800999998,0.14766061,56.63468889,247.48593333333332
2019-02-12,2019,febrero,12,martes,False,0.7,70.5931,90.59,0.5502,136.11997741,0.2079212,56.91544028,246.60198333333332
2019-02-13,2019,febrero,13,miercoles,False,0.7,58.4836,90.59,0.5456,138.16561174,0.23002041,57.45127926,248.0964416666667
2019-02-14,2019,febrero,14,jueves,False,0.7,64.1842,90.59,0.5425,135.38634376,0.15604567,60.92633963,257.0838
2019-02-15,2019,febrero,15,viernes,False,0.7,53.6574,90.59,0.5371,146.11912091,0.20571663,51.49590312,326.39245
2019-02-16,2019,febrero,16,sabado,False,0.7,52.8424,90.59,0.532,143.79178535999998,0.16361345,43.19655055999999,274.13905
2019-02-17,2019,febrero,17,domingo,False,0.7,63.458,90.59,0.5287,120.34606,0.14157448,46.584305660000005,257.38414166666666
2019-02-18,2019,febrero,18,lunes,False,0.7,62.7605,90.59,0.5239,140.0386077,0.1362762699999999,50.56510516,337.06310833333333
2019-02-19,2019,febrero,19,martes,False,0.7,79.4819,90.59,0.5207,138.01789481999998,0.17135634,52.48991353,371.4774333333333
2019-02-20,2019,febrero,20,miercoles,False,0.7,78.0254,90.59,0.5177,133.79084608,0.10865248,55.18682387,350.13565
2019-02-21,2019,febrero,21,jueves,False,0.7,71.9717,90.59,0.5148,125.40207835,0.23777508,64.68337628,348.1605666666667
2019-02-22,2019,febrero,22,viernes,False,0.7,71.2506,90.59,0.5127,124.82888091,0.24550895,67.41810168,376.9254
2019-02-23,2019,febrero,23,sabado,False,0.7,83.484,90.59,0.5109,120.58820211,0.23356973,62.66004519,378.2235
2019-02-24,2019,febrero,24,domingo,False,0.7,83.181,90.59,0.5099,105.24150008,0.24820073,57.28517179,322.590925
2019-02-25,2019,febrero,25,lunes,False,0.7,84.2705,90.59,0.5081,123.88163298,0.22948088,62.994295910000005,361.728725
2019-02-26,2019,febrero,26,martes,False,0.7,80.3093,90.59,0.5049,125.64817281,0.2446555799999999,63.952740850000005,292.078025
2019-02-27,2019,febrero,27,miercoles,False,0.7,89.2748,90.59,0.502,139.16912621,0.2547695,51.8882672,338.38551666666666
2019-02-28,2019,febrero,28,jueves,False,0.7,87.4128,90.59,0.4988,139.93091602,0.25042931,51.976386,310.98479166666664
2019-03-01,2019,marzo,1,viernes,False,0.7,77.4497,106.32,0.495,135.62308819,0.25234045,56.79089824,319.56294999999994
2019-03-02,2019,marzo,2,sabado,False,0.7,98.677,106.32,0.4934,125.46427156,0.22342216,55.16133268,333.5714
2019-03-03,2019,marzo,3,domingo,False,0.7,69.4544,106.32,0.4904,119.38376051,0.29529466,44.24846689,296.6530666666667
2019-03-04,2019,marzo,4,lunes,False,0.7,70.7752,106.32,0.4862,142.33711166,0.25510534,46.19383446,322.15965
2019-03-05,2019,marzo,5,martes,False,0.7,68.3099,106.32,0.4817,149.23489441,0.2401088599999999,41.66018409,317.92956666666663
2019-03-06,2019,marzo,6,miercoles,False,0.7,87.0886,106.32,0.4864,138.15557709,0.30402659,55.559647420000005,320.6512
2019-03-07,2019,marzo,7,jueves,False,0.7,68.6788,106.32,0.4743,130.39089481,0.29681638,61.76636905,307.6887083333333
2019-03-08,2019,marzo,8,viernes,False,0.7,84.945,106.32,0.4714,141.23388536,0.33830484,52.80370398,309.24784166666666
2019-03-09,2019,marzo,9,sabado,False,0.7,70.0145,106.32,0.4681,129.55511474,0.32867156,54.79371874,292.1582916666667
2019-03-10,2019,marzo,10,domingo,False,0.7,95.798,106.32,0.4673,113.25945754,0.27260728,50.76400524,272.95839166666667
2019-03-11,2019,marzo,11,lunes,False,0.7,97.0995,106.32,0.4657,136.27708263,0.34294328,50.21066183999999,278.1060916666667
2019-03-12,2019,marzo,12,martes,False,0.7,92.4602,106.32,0.4633,132.64029845,0.39043097,56.6781384,275.98206666666664
2019-03-13,2019,marzo,13,miercoles,False,0.7,75.2927,106.32,0.4594,136.65872624000002,0.35218116,54.03675019,255.4426833333333
2019-03-14,2019,marzo,14,jueves,False,0.7,86.8458,106.32,0.457,134.78203343,0.39404759,56.95573841,239.08098333333336
2019-03-15,2019,marzo,15,viernes,False,0.7,98.1059,106.32,0.4543,144.25400215000002,0.38146409,47.85980227,232.38834583333332
2019-03-16,2019,marzo,16,sabado,False,0.7,80.4225,106.32,0.4514,136.1832347,0.44223431,46.82673476,259.472
2019-03-17,2019,marzo,17,domingo,False,0.7,85.3628,106.32,0.4495,121.42844929,0.29487634,42.59073086,215.97198333333333
2019-03-18,2019,marzo,18,lunes,False,0.7,86.5596,106.32,0.4463,143.67744552000002,0.4048691599999999,44.87931866,272.1460333333334
2019-03-19,2019,marzo,19,martes,False,0.7,137.4864,106.32,0.4472,138.47086088,0.26592847,50.01320744,284.95553333333334
2019-03-20,2019,marzo,20,miercoles,False,0.7,113.5597,106.32,0.4453,140.75651865,0.30160056,50.572938840000006,264.4599625
2019-03-21,2019,marzo,21,jueves,False,0.7,108.0604,106.32,0.4435,143.39024941999998,0.2680925,47.8274668,262.8221833333333
2019-03-22,2019,marzo,22,viernes,False,0.7,136.5883,106.32,0.4439,143.37302925,0.2510385,46.99626194,250.76331666666667
2019-03-23,2019,marzo,23,sabado,False,0.7,140.6771,106.32,0.4445,138.47382382,0.31276463,41.737899340000006,204.5558208333333
2019-03-24,2019,marzo,24,domingo,False,0.7,126.95,106.32,0.445,132.46366473,0.29718981,33.2364825,184.47959166666664
2019-03-25,2019,marzo,25,lunes,True,0.7,109.9315,106.32,0.4445,132.90391387,0.31655434,33.890888170000004,212.65786666666668
2019-03-26,2019,marzo,26,martes,False,0.7,118.0492,106.32,0.4431,152.91780128,0.32141478,39.52428715,249.11971666666668
2019-03-27,2019,marzo,27,miercoles,False,0.7,99.7695,106.32,0.4395,152.87234743000002,0.32378816,41.10391676,246.01574166666663
2019-03-28,2019,marzo,28,jueves,False,0.7,104.9954,106.32,0.4361,153.94227925,0.3215266599999999,41.5672719,226.5612833333333
2019-03-29,2019,marzo,29,viernes,False,0.7,117.4869,106.32,0.435,152.88442202000002,0.29235722,37.21765415,224.25495833333332
2019-03-30,2019,marzo,30,sabado,False,0.7,124.2136,106.32,0.434,142.21153403,0.38746756,39.86443019,211.81143333333333
2019-03-31,2019,marzo,31,domingo,False,0.7,96.8801,106.32,0.4328,128.79783793,0.42585666,36.912512670000005,204.966825
2019-04-01,2019,abril,1,lunes,False,0.7,161.2279,163.45,0.4348,147.33344049000002,0.22912794,39.5472989,236.4105333333333
2019-04-02,2019,abril,2,martes,False,0.7,213.9591,163.45,0.4407,144.92667203,0.27423375,44.07465985,254.332975
2019-04-03,2019,abril,3,miercoles,False,0.7,128.7699,163.45,0.4392,147.72490725999998,0.451831,43.03411308,231.585825
2019-04-04,2019,abril,4,jueves,False,0.7,129.2235,163.45,0.4387,153.44447009,0.4614929699999999,39.90744239,229.29436666666663
2019-04-05,2019,abril,5,viernes,False,0.7,171.1767,163.45,0.4392,149.41787363999998,0.45790366,44.03663774,240.01835000000003
2019-04-06,2019,abril,6,sabado,False,0.7,195.6435,163.45,0.4417,148.69417489,0.51297578,37.93274497,216.3353
2019-04-07,2019,abril,7,domingo,False,0.7,169.8142,163.45,0.4438,129.29441907,0.0,39.65782356,220.0302375
2019-04-08,2019,abril,8,lunes,False,0.7,134.3509,163.45,0.4431,155.13510282,0.41779078,36.86005685,212.8907
2019-04-09,2019,abril,9,martes,False,0.7,133.8862,163.45,0.4413,158.72141383000002,0.40194384,36.8510045,208.1108333333333
2019-04-10,2019,abril,10,miercoles,False,0.7,125.0389,163.45,0.4391,158.02998735,0.2456605499999999,38.60753151,245.1325833333333
2019-04-11,2019,abril,11,jueves,False,0.7,122.203,163.45,0.437,152.51771607,0.23565142,46.39052781,265.64077083333336
2019-04-12,2019,abril,12,viernes,False,0.7,133.8858,163.45,0.4356,148.62744988999998,0.42692584,50.96473557,237.78981666666667
2019-04-13,2019,abril,13,sabado,False,0.7,122.7932,163.45,0.4338,151.75796516,0.44678619,37.35600223,219.40736666666663
2019-04-14,2019,abril,14,domingo,False,0.7,133.7957,163.45,0.4332,135.71761876,0.36389669,39.16541557,199.90614166666668
2019-04-15,2019,abril,15,lunes,False,0.7,224.7464,163.45,0.4365,158.22951948,0.3920969099999999,36.12639239,218.8893416666667
2019-04-16,2019,abril,16,martes,False,0.7,137.2208,163.45,0.4349,155.47742676,0.50123269,37.76863395,213.27348333333336
2019-04-17,2019,abril,17,miercoles,False,0.7,140.9386,163.45,0.4341,160.00756177000002,0.46109028,32.12205871,161.74322083333334
2019-04-18,2019,abril,18,jueves,True,0.7,167.5306,163.45,0.4361,141.580831,0.32328775,23.86799828,169.42936666666665
2019-04-19,2019,abril,19,viernes,True,0.7,169.631,163.45,0.4384,133.63196863,0.41110163,23.15134342,158.61458333333334
2019-04-20,2019,abril,20,sabado,False,0.7,199.3682,163.45,0.4416,141.82696697,0.25211869,23.35364922,123.89038333333332
2019-04-21,2019,abril,21,domingo,False,0.7,244.5289,163.45,0.4478,137.04431862,0.3066605,24.20278709,105.44676666666668
2019-04-22,2019,abril,22,lunes,False,0.7,316.149,163.45,0.4554,158.20276355,0.25091731,27.14424136,173.41403333333335
2019-04-23,2019,abril,23,martes,False,0.7,260.8687,163.45,0.4595,161.67457705,0.41924794,29.78355232,186.1905333333333
2019-04-24,2019,abril,24,miercoles,False,0.7,285.2029,163.45,0.4642,167.44398361,0.3971376599999999,26.88974671,138.4212
2019-04-25,2019,abril,25,jueves,False,0.7,234.1078,163.45,0.4679,167.14437891,0.42130553,27.28923339,151.36096666666666
2019-04-26,2019,abril,26,viernes,False,0.7,236.6023,163.45,0.4718,170.96470608,0.33345503,26.53004693,111.37314166666664
2019-04-27,2019,abril,27,sabado,False,0.7,188.1629,163.45,0.4728,165.78412251,0.40701763,23.58583302,134.4033
2019-04-28,2019,abril,28,domingo,False,0.7,181.4168,163.45,0.4749,141.34139556,0.43810825,28.79525877,124.45236666666666
2019-04-29,2019,abril,29,lunes,False,0.7,149.3651,163.45,0.4739,165.99491127000002,0.37878984,28.62517683,154.69993333333335
2019-04-30,2019,abril,30,martes,False,0.7,122.3158,163.45,0.4707,169.64118612,0.41911669,27.67779662,151.30073333333334
2019-05-01,2019,mayo,1,miercoles,True,0.5,103.4543,221.7,0.4676,153.77008041,0.42853041,26.69982577,135.29206666666667
2019-05-02,2019,mayo,2,jueves,False,0.5,99.7477,221.7,0.4635,160.77821246000002,0.43749666,37.16769345,185.720325
2019-05-03,2019,mayo,3,viernes,False,0.5,95.6543,221.7,0.4594,162.42424362,0.34573384,38.0889549,209.77125
2019-05-04,2019,mayo,4,sabado,False,0.5,105.6588,221.7,0.4565,149.40995412,0.29928103,39.95098219,218.80025
2019-05-05,2019,mayo,5,domingo,False,0.5,101.3069,221.7,0.4545,133.27649106,0.00122046,37.10873768,212.37193333333332
2019-05-06,2019,mayo,6,lunes,False,0.5,104.2463,221.7,0.4511,152.08444177,0.35358781,46.76091619,265.9727666666667
2019-05-07,2019,mayo,7,martes,False,0.5,114.0716,221.7,0.4488,149.29708343,0.30895056,51.04979069,275.0380666666667
2019-05-08,2019,mayo,8,miercoles,False,0.5,151.654,221.7,0.4495,143.4417426,0.2509147,51.84548747,280.2771333333333
2019-05-09,2019,mayo,9,jueves,False,0.5,180.9598,221.7,0.4517,138.94605138999998,0.27015706,51.58262038,293.5233333333333
2019-05-10,2019,mayo,10,viernes,False,0.5,224.4549,221.7,0.4573,137.57100993,0.23564217,50.83088949,247.43556666666663
2019-05-11,2019,mayo,11,sabado,False,0.5,279.0844,221.7,0.4667,134.08211863,0.21059603,47.24874544,211.37216666666663
2019-05-12,2019,mayo,12,domingo,False,0.5,231.7461,221.7,0.4726,124.21930063,0.20403122,38.99477711,183.81101666666663
2019-05-13,2019,mayo,13,lunes,False,0.5,302.4479,221.7,0.4816,159.42670744,0.31277763,35.46565497,160.48455
2019-05-14,2019,mayo,14,martes,False,0.5,331.8372,221.7,0.4911,166.48045587,0.29496553,34.57110515,155.03075
2019-05-15,2019,mayo,15,miercoles,False,0.5,262.9264,221.7,0.496,169.418412,0.26731719,26.05167806,149.567825
2019-05-16,2019,mayo,16,jueves,False,0.5,206.1783,221.7,0.4972,170.0794784,0.37721688,26.13116688,163.4145
2019-05-17,2019,mayo,17,viernes,False,0.5,240.1355,221.7,0.5009,172.68876662,0.258943,24.55260786,131.54693333333333
2019-05-18,2019,mayo,18,sabado,False,0.5,209.2734,223.27,0.503,166.54235469,0.30192766,22.22556228,131.729675
2019-05-19,2019,mayo,19,domingo,False,0.5,250.852,223.27,0.5087,148.1134976,0.20826733,20.71989985,138.06458333333333
2019-05-20,2019,mayo,20,lunes,False,0.5,238.8401,223.27,0.5125,165.96941844,0.31143975,26.03976034,148.91713333333334
2019-05-21,2019,mayo,21,martes,False,0.5,254.5597,223.27,0.5169,169.18110991,0.26172884,22.29512783,159.96776666666665
2019-05-22,2019,mayo,22,miercoles,False,0.5,262.9706,223.27,0.5219,175.58415814,0.35231688,22.45786897,138.476475
2019-05-23,2019,mayo,23,jueves,False,0.5,278.6641,223.27,0.5281,169.03794951,0.21542263,22.94617935,127.77515
2019-05-24,2019,mayo,24,viernes,False,0.5,326.3605,223.27,0.5363,174.92022599,0.38534478,22.18629692,116.7772125
2019-05-25,2019,mayo,25,sabado,False,0.5,290.6527,223.27,0.5434,163.08860721000002,0.2436678299999999,18.19367198,117.78313333333334
2019-05-26,2019,mayo,26,domingo,False,0.5,235.7434,223.27,0.5485,145.43629079,0.26665328,18.88393731,111.10381666666667
2019-05-27,2019,mayo,27,lunes,False,0.5,318.0344,223.27,0.5565,167.1298448,0.34090022,20.93321226,135.73100000000002
2019-05-28,2019,mayo,28,martes,False,0.5,236.2263,223.27,0.5596,174.54438485,0.20627748,19.34464579,134.61891666666668
2019-05-29,2019,mayo,29,miercoles,False,0.5,255.0841,223.27,0.563,171.13582337,0.31035688,22.34573301,125.18576666666668
2019-05-30,2019,mayo,30,jueves,False,0.5,291.1943,223.27,0.5694,175.48318761000002,0.25414756,18.400082620000003,135.80358333333334
2019-05-31,2019,mayo,31,viernes,False,0.5,272.0301,223.27,0.5754,172.68656452,0.30082856,17.62606448,134.57648333333336
2019-06-01,2019,junio,1,sabado,False,0.5,346.2069,226.21,0.5847,160.95970513,0.32277663,18.29336485,129.006725
2019-06-02,2019,junio,2,domingo,False,0.5,288.2785,226.21,0.5914,145.38849405000002,0.28293284,17.05583986,101.39283333333331
2019-06-03,2019,junio,3,lunes,True,0.5,244.1343,226.21,0.5952,152.59521422999998,0.40779897,18.72453003,105.4397
2019-06-04,2019,junio,4,martes,False,0.5,204.7379,226.21,0.5961,173.63288204,0.3350794099999999,23.92463918,124.79065
2019-06-05,2019,junio,5,miercoles,False,0.5,252.8528,226.21,0.5997,170.75145653,0.32109181,29.05085682,153.4894
2019-06-06,2019,junio,6,jueves,False,0.5,226.0399,226.21,0.6025,171.13564264,0.23506869,23.48418511,142.3743
2019-06-07,2019,junio,7,viernes,False,0.5,262.8964,226.21,0.608,169.68661923,0.2795394699999999,21.02473131,123.25855
2019-06-08,2019,junio,8,sabado,False,0.5,208.2972,226.21,0.6101,165.88817086,0.38168931,18.64791673,111.58588333333334
2019-06-09,2019,junio,9,domingo,False,0.5,181.9386,226.21,0.6115,153.46166971,0.36262684,19.65451176,102.034425
2019-06-10,2019,junio,10,lunes,False,0.5,318.1261,226.21,0.6192,171.71528836000002,0.25349506,21.00646192,116.10775
2019-06-11,2019,junio,11,martes,False,0.5,271.2973,226.21,0.6242,176.1585704,0.2908685,19.25031075,120.63610833333333
2019-06-12,2019,junio,12,miercoles,False,0.5,316.1927,226.21,0.6315,174.61507961,0.31078709,20.60837437,124.08555833333334
2019-06-13,2019,junio,13,jueves,False,0.5,237.7741,226.21,0.6351,179.07533519,0.40264847,21.85047838,88.42040000000001
2019-06-14,2019,junio,14,viernes,False,0.5,267.413,226.21,0.6401,176.17527022,0.33317531,24.58123911,85.00950833333333
2019-06-15,2019,junio,15,sabado,False,0.5,262.6856,226.21,0.6456,170.57207493,0.35452984,21.627059130000003,85.57203333333332
2019-06-16,2019,junio,16,domingo,False,0.5,219.3892,226.21,0.6493,152.76033612,0.40735831,18.67602098,81.71953333333333
2019-06-17,2019,junio,17,lunes,False,0.5,228.0924,226.21,0.6527,173.09867152,0.4143535,23.91194827,96.9336
2019-06-18,2019,junio,18,martes,False,0.5,242.5489,226.21,0.6566,178.47462718,0.43159938,24.30425049,126.87863333333333
2019-06-19,2019,junio,19,miercoles,False,0.5,196.6789,226.21,0.6577,173.99202562,0.38442775,28.59308566,136.9828
2019-06-20,2019,junio,20,jueves,False,0.5,312.6964,226.21,0.6647,174.58317249,0.34811088,27.72630862,118.878175
2019-06-21,2019,junio,21,viernes,False,0.5,360.1547,226.21,0.6744,180.59646973,0.37170825,26.22819957,125.09246666666668
2019-06-22,2019,junio,22,sabado,False,0.5,336.2317,226.21,0.6826,167.69143863999997,0.26404453,21.91255171,98.2445
2019-06-23,2019,junio,23,domingo,False,0.5,310.0717,226.21,0.6901,154.38284235,0.38221913,18.84398508,96.29136666666666
2019-06-24,2019,junio,24,lunes,True,0.5,295.0724,226.21,0.6971,153.91053108000003,0.24688917,18.07175742,91.34163333333332
2019-06-25,2019,junio,25,martes,False,0.5,240.2894,226.21,0.7001,165.55846186000002,0.2866594099999999,23.21742137,104.6457
2019-06-26,2019,junio,26,miercoles,False,0.5,192.5828,226.21,0.7029,171.09609975,0.4293655,26.09977062,111.49433333333332
2019-06-27,2019,junio,27,jueves,False,0.5,157.0742,226.21,0.7019,173.53042056,0.35954803,26.87780033,125.4671
2019-06-28,2019,junio,28,viernes,False,0.5,157.7715,226.21,0.7007,170.06473469,0.38985713,27.83772897,127.59836666666668
2019-06-29,2019,junio,29,sabado,False,0.5,196.7168,226.21,0.7022,164.09683166,0.3167451599999999,21.34332887,126.71815
2019-06-30,2019,junio,30,domingo,False,0.5,215.0188,226.21,0.7063,144.31029509,0.33131784,20.49219041,117.01635
2019-07-01,2019,julio,1,lunes,True,0.3,251.3476,214.7,0.7128,144.26197079,0.31267647,21.25059681,122.48628333333332
2019-07-02,2019,julio,2,martes,False,0.3,234.7972,214.7,0.7147,170.8263941,0.33809469,22.8761279,134.4283333333333
2019-07-03,2019,julio,3,miercoles,False,0.3,229.4181,214.7,0.7165,175.79802117,0.4005304099999999,24.19468329,150.81613333333334
2019-07-04,2019,julio,4,jueves,False,0.3,169.8468,214.7,0.7156,176.65549243,0.42168216,24.06917029,143.31013333333334
2019-07-05,2019,julio,5,viernes,False,0.3,195.0118,214.7,0.7166,178.74659830000002,0.40794041,24.07577012,127.8944
2019-07-06,2019,julio,6,sabado,False,0.3,189.2719,214.7,0.7172,169.87363593,0.31261713,23.10626001,114.34153333333336
2019-07-07,2019,julio,7,domingo,False,0.3,144.4734,214.7,0.717,153.43239212,0.37059128,21.7729194,106.47118333333331
2019-07-08,2019,julio,8,lunes,False,0.3,159.0653,214.7,0.7167,168.97553773,0.29395663,22.98108762,108.96495
2019-07-09,2019,julio,9,martes,False,0.3,149.5928,214.7,0.7167,167.84835949,0.26835284,23.58022427,105.49323333333332
2019-07-10,2019,julio,10,miercoles,False,0.3,138.6671,214.7,0.7149,170.70729362999998,0.34680881,25.56303288,122.73295
2019-07-11,2019,julio,11,jueves,False,0.3,153.2272,214.7,0.7137,172.86409411,0.36010069,23.35332167,116.81092083333334
2019-07-12,2019,julio,12,viernes,False,0.3,134.6417,214.7,0.7117,174.72995741,0.40440759,22.49022183,129.99926666666667
2019-07-13,2019,julio,13,sabado,False,0.3,214.6075,214.7,0.7146,165.28532764,0.40259903,20.4650148,124.06553333333332
2019-07-14,2019,julio,14,domingo,False,0.3,289.642,214.7,0.7219,148.19951987000002,0.38294481,19.859978920000003,118.13346666666666
2019-07-15,2019,julio,15,lunes,False,0.3,290.5483,214.7,0.7269,172.43486368,0.4048452199999999,22.745953170000003,129.37428333333332
2019-07-16,2019,julio,16,martes,False,0.3,182.2058,214.7,0.7278,170.33569637,0.39582816,23.67887496,130.53581666666665
2019-07-17,2019,julio,17,miercoles,False,0.3,149.5966,214.7,0.7266,175.51900289000002,0.37788447,22.708394010000003,118.73793333333332
2019-07-18,2019,julio,18,jueves,False,0.3,138.9504,214.7,0.7243,177.83796783000005,0.4286661599999999,23.75589707,131.43196666666665
2019-07-19,2019,julio,19,viernes,False,0.3,240.7124,214.7,0.7261,175.54221045,0.3746577199999999,23.53102854,115.723025
2019-07-20,2019,julio,20,sabado,True,0.3,261.6769,214.7,0.7306,156.44950868,0.4180975,22.1554564,112.69385833333332
2019-07-21,2019,julio,21,domingo,False,0.3,272.4404,214.7,0.7338,147.32546202,0.4135815,21.71882868,124.162525
2019-07-22,2019,julio,22,lunes,False,0.3,275.3342,214.7,0.7365,173.542686,0.391365,24.23639179,129.943325
2019-07-23,2019,julio,23,martes,False,0.3,362.8504,214.7,0.7433,172.06514779,0.1845350899999999,24.32725293,119.512575
2019-07-24,2019,julio,24,miercoles,False,0.3,236.8433,214.7,0.7444,173.51437794999998,0.21885242,26.54712259,119.48399166666668
2019-07-25,2019,julio,25,jueves,False,0.3,192.9376,214.7,0.7454,170.73462746,0.33992025,30.42994604,124.38083333333331
2019-07-26,2019,julio,26,viernes,False,0.3,217.7516,214.7,0.7475,172.0737964,0.31959853,27.175812130000004,118.06226666666667
2019-07-27,2019,julio,27,sabado,False,0.3,204.9546,214.7,0.7492,165.30830234,0.35035613,22.699573330000003,113.00443333333334
2019-07-28,2019,julio,28,domingo,False,0.3,262.5364,214.7,0.7536,148.07495505,0.31703053,23.35182807,106.1395
2019-07-29,2019,julio,29,lunes,False,0.3,181.9167,214.7,0.7507,171.06891482,0.33163931,28.25219964,115.07133333333331
2019-07-30,2019,julio,30,martes,False,0.3,158.0103,214.7,0.7503,176.30547042,0.25452073,25.22281823,131.02188333333334
2019-07-31,2019,julio,31,miercoles,False,0.3,142.6742,214.7,0.7486,177.34960286,0.32094581,24.23680506,127.0432
2019-08-01,2019,agosto,1,jueves,False,0.1,132.3137,189.31,0.7491,172.53843771,0.34098891,28.72595771,134.9758125
